row_id,airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
150614,Air_India,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.0,29,5390
193441,Vistara,Chennai,Night,one,Evening,Mumbai,Economy,19.42,46,4294
250295,Vistara,Bangalore,Morning,one,Night,Mumbai,Business,9.75,20,95088
96781,Air_India,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.67,17,8277
22851,Air_India,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,17,6120
61547,Air_India,Mumbai,Evening,one,Evening,Kolkata,Economy,24.17,1,11508
162027,Air_India,Hyderabad,Night,one,Evening,Mumbai,Economy,23.17,26,4363
146864,Air_India,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,14.0,39,5456
203794,Air_India,Chennai,Evening,one,Evening,Hyderabad,Economy,24.58,15,13805
165757,Air_India,Hyderabad,Evening,two_or_more,Morning,Bangalore,Economy,16.67,4,13168
204301,Indigo,Chennai,Afternoon,one,Night,Hyderabad,Economy,8.42,21,3491
56315,Indigo,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,4.0,21,6111
104910,AirAsia,Bangalore,Morning,one,Evening,Kolkata,Economy,8.17,17,8028
93696,Vistara,Bangalore,Morning,one,Night,Delhi,Economy,13.5,48,4111
28620,Air_India,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,49,2903
128579,Air_India,Kolkata,Evening,one,Night,Mumbai,Economy,27.25,9,18893
114994,Vistara,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,45,6262
80808,Indigo,Mumbai,Morning,zero,Afternoon,Chennai,Economy,2.0,27,3000
24040,SpiceJet,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,23,9510
272238,Air_India,Kolkata,Afternoon,one,Morning,Hyderabad,Business,19.0,42,52063
233712,Air_India,Mumbai,Early_Morning,one,Late_Night,Bangalore,Business,16.17,44,54608
184871,Vistara,Chennai,Morning,one,Night,Delhi,Economy,11.83,32,8803
281072,Air_India,Hyderabad,Early_Morning,one,Night,Bangalore,Business,14.83,16,63269
288364,Vistara,Chennai,Night,one,Morning,Delhi,Business,12.08,15,53440
278797,Vistara,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,7.17,26,52715
66961,Indigo,Mumbai,Morning,two_or_more,Afternoon,Kolkata,Economy,7.08,31,8588
243,Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,2,22335
52983,GO_FIRST,Mumbai,Night,one,Afternoon,Bangalore,Economy,17.92,2,12847
244454,Air_India,Mumbai,Early_Morning,one,Evening,Chennai,Business,12.0,43,49613
253951,Vistara,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.08,19,60508
168097,Vistara,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,1.17,27,1776
179444,SpiceJet,Hyderabad,Afternoon,zero,Afternoon,Chennai,Economy,1.25,38,1566
49708,Air_India,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.75,35,2464
109822,Indigo,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,4.75,3,10470
126091,Air_India,Kolkata,Morning,one,Evening,Delhi,Economy,8.58,41,5467
265683,Air_India,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.83,26,50271
50317,AirAsia,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,38,2339
114507,Air_India,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.25,41,6200
188145,Air_India,Chennai,Morning,one,Night,Mumbai,Economy,13.67,7,11409
213619,Vistara,Delhi,Morning,one,Night,Bangalore,Business,9.25,22,49177
122286,Air_India,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.75,19,5093
215437,Vistara,Delhi,Evening,zero,Evening,Bangalore,Business,2.75,44,32859
41804,Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,5.42,42,3389
149561,Vistara,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,18,16065
121672,Vistara,Kolkata,Evening,one,Morning,Delhi,Economy,15.0,15,10915
242111,Air_India,Mumbai,Early_Morning,one,Evening,Chennai,Business,11.0,11,49613
237093,Vistara,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Business,7.33,38,70591
44796,Vistara,Mumbai,Morning,zero,Morning,Delhi,Economy,2.25,12,5943
146832,GO_FIRST,Kolkata,Morning,one,Late_Night,Hyderabad,Economy,14.92,39,5018
295441,Air_India,Chennai,Night,one,Afternoon,Bangalore,Business,16.17,40,60260
55673,GO_FIRST,Mumbai,Evening,one,Night,Bangalore,Economy,5.5,18,5102
118861,Air_India,Bangalore,Evening,one,Morning,Chennai,Economy,15.58,40,6024
224439,Vistara,Delhi,Evening,one,Evening,Chennai,Business,24.92,41,68184
151085,Vistara,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,33,14939
206754,Air_India,Delhi,Evening,one,Evening,Mumbai,Business,24.83,2,57074
119662,Vistara,Bangalore,Morning,one,Night,Chennai,Economy,13.0,49,6412
84384,GO_FIRST,Bangalore,Morning,one,Night,Delhi,Economy,12.0,3,12969
134235,Indigo,Kolkata,Afternoon,one,Evening,Mumbai,Economy,5.33,42,3381
283142,Air_India,Hyderabad,Early_Morning,one,Night,Kolkata,Business,15.83,5,51707
251352,Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.08,32,69244
177563,Vistara,Hyderabad,Morning,one,Night,Chennai,Economy,9.92,17,10960
216540,Vistara,Delhi,Night,one,Evening,Kolkata,Business,23.25,12,53209
161491,Indigo,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,7.33,23,3610
251420,Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,7.0,33,67004
209602,Vistara,Delhi,Morning,one,Night,Mumbai,Business,11.67,28,53164
66847,GO_FIRST,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.42,31,5006
55014,Vistara,Mumbai,Evening,two_or_more,Night,Bangalore,Economy,30.58,14,14552
216241,Vistara,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Business,10.92,7,89934
81449,Vistara,Mumbai,Evening,one,Night,Chennai,Economy,24.5,31,4348
60334,Air_India,Mumbai,Early_Morning,one,Night,Bangalore,Economy,17.42,43,4200
181464,GO_FIRST,Chennai,Evening,one,Late_Night,Delhi,Economy,7.0,11,7352
262359,Vistara,Kolkata,Evening,one,Morning,Delhi,Business,17.42,20,68303
145320,Vistara,Kolkata,Evening,one,Afternoon,Hyderabad,Economy,18.67,26,7572
145216,Air_India,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,13.58,25,9470
241232,Air_India,Mumbai,Evening,one,Morning,Hyderabad,Business,17.92,46,45693
189006,Indigo,Chennai,Afternoon,one,Night,Mumbai,Economy,7.08,14,8140
253108,Vistara,Bangalore,Early_Morning,one,Evening,Kolkata,Business,13.25,6,68841
185361,Vistara,Chennai,Morning,one,Night,Delhi,Economy,12.67,35,8803
18446,Air_India,Delhi,Evening,one,Night,Bangalore,Economy,5.0,42,3621
158033,GO_FIRST,Hyderabad,Early_Morning,one,Afternoon,Delhi,Economy,9.75,45,6262
228898,Vistara,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,9.33,39,47844
31127,Vistara,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12.83,20,6172
212166,Vistara,Delhi,Night,zero,Night,Bangalore,Business,2.67,5,32859
244513,Vistara,Mumbai,Morning,zero,Morning,Chennai,Business,2.08,44,23898
94995,Vistara,Bangalore,Evening,zero,Night,Mumbai,Economy,1.83,8,5179
274319,Vistara,Kolkata,Night,one,Morning,Chennai,Business,12.25,40,55502
4637,Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.0,24,7292
270345,Air_India,Kolkata,Night,one,Morning,Hyderabad,Business,15.42,4,52063
291948,Vistara,Chennai,Early_Morning,zero,Morning,Mumbai,Business,2.0,27,23838
121036,AirAsia,Kolkata,Morning,one,Afternoon,Delhi,Economy,5.83,12,5953
245750,Vistara,Bangalore,Morning,one,Evening,Delhi,Business,10.25,13,58313
206293,AirAsia,Chennai,Night,one,Morning,Hyderabad,Economy,9.25,45,1550
136152,Indigo,Kolkata,Afternoon,one,Evening,Bangalore,Economy,5.67,6,13813
148565,Vistara,Kolkata,Night,one,Night,Chennai,Economy,26.33,8,11675
198052,Vistara,Chennai,Morning,one,Night,Kolkata,Economy,12.0,5,11247
243875,Air_India,Mumbai,Night,one,Afternoon,Chennai,Business,15.17,35,49613
292022,Vistara,Chennai,Night,one,Evening,Mumbai,Business,19.42,28,49553
234660,Air_India,Mumbai,Morning,one,Evening,Kolkata,Business,8.08,9,45230
119590,Air_India,Bangalore,Evening,one,Afternoon,Chennai,Economy,18.83,48,6444
112561,GO_FIRST,Bangalore,Afternoon,one,Night,Hyderabad,Economy,8.17,26,4801
27207,Indigo,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,41,3999
207137,Air_India,Delhi,Evening,one,Night,Mumbai,Business,5.58,6,41113
187965,Indigo,Chennai,Afternoon,one,Night,Mumbai,Economy,8.5,6,7982
271656,Vistara,Kolkata,Afternoon,one,Evening,Hyderabad,Business,25.67,31,52175
122281,Air_India,Kolkata,Evening,one,Night,Delhi,Economy,28.0,19,4879
207187,Air_India,Delhi,Early_Morning,one,Night,Mumbai,Business,13.25,6,59033
208846,Vistara,Delhi,Night,zero,Night,Mumbai,Business,2.17,22,22152
296606,Vistara,Chennai,Night,one,Morning,Kolkata,Business,12.5,17,55377
205153,Air_India,Chennai,Night,one,Morning,Hyderabad,Economy,15.58,32,3979
121238,Indigo,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.58,13,6489
41249,Air_India,Delhi,Night,one,Early_Morning,Chennai,Economy,10.58,39,3306
1603,GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,10,15039
161671,Vistara,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.25,24,4416
87947,GO_FIRST,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.83,21,4028
6830,Indigo,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,35,2410
179103,Air_India,Hyderabad,Night,one,Early_Morning,Chennai,Economy,9.08,34,3813
263224,Air_India,Kolkata,Evening,one,Evening,Delhi,Business,26.58,36,48079
99317,Indigo,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.92,31,3153
241721,Vistara,Mumbai,Night,one,Night,Chennai,Business,21.5,5,72797
143065,Indigo,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,8.58,7,12212
84343,Air_India,Bangalore,Evening,one,Afternoon,Delhi,Economy,20.33,3,9904
151091,Indigo,Kolkata,Evening,zero,Night,Chennai,Economy,2.42,34,2966
134985,GO_FIRST,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,14.67,46,5507
62019,SpiceJet,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,5,7412
45780,Air_India,Mumbai,Morning,one,Night,Delhi,Economy,11.0,16,6260
259644,Vistara,Bangalore,Evening,one,Morning,Chennai,Business,15.08,18,60396
38092,Vistara,Delhi,Evening,one,Morning,Chennai,Economy,16.83,20,5742
195928,Vistara,Chennai,Night,one,Morning,Bangalore,Economy,11.58,28,6437
123060,Vistara,Kolkata,Evening,one,Morning,Delhi,Economy,16.08,23,7408
208289,Air_India,Delhi,Evening,zero,Night,Mumbai,Business,2.17,17,22152
7090,Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,36,3001
26383,GO_FIRST,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,36,7336
120840,Vistara,Kolkata,Evening,one,Evening,Delhi,Economy,22.92,10,17718
43671,Air_India,Mumbai,Night,one,Afternoon,Delhi,Economy,16.0,5,13818
177331,Indigo,Hyderabad,Night,zero,Night,Chennai,Economy,1.25,15,4768
240148,Vistara,Mumbai,Morning,one,Evening,Hyderabad,Business,8.25,31,60365
265007,Vistara,Kolkata,Night,one,Morning,Mumbai,Business,13.33,16,72783
186432,SpiceJet,Chennai,Early_Morning,one,Morning,Delhi,Economy,27.17,42,4827
92377,AirAsia,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,12.0,42,2723
76656,Vistara,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.5,45,3450
108310,GO_FIRST,Bangalore,Morning,one,Night,Kolkata,Economy,13.58,40,6186
226495,Air_India,Mumbai,Evening,zero,Night,Delhi,Business,2.42,17,22140
4684,GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,25,2410
63435,SpiceJet,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.75,13,7412
48704,Indigo,Mumbai,Evening,one,Night,Delhi,Economy,4.5,30,4151
177683,Indigo,Hyderabad,Evening,one,Night,Chennai,Economy,6.5,19,3194
293041,Air_India,Chennai,Night,one,Evening,Mumbai,Business,23.67,43,49553
230824,Vistara,Mumbai,Morning,one,Night,Bangalore,Business,8.5,11,66928
130994,Vistara,Kolkata,Morning,one,Night,Mumbai,Economy,11.0,23,10774
60272,Vistara,Mumbai,Early_Morning,zero,Morning,Bangalore,Economy,1.83,43,2074
255510,Vistara,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.58,42,62188
76859,Air_India,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,25.0,46,4173
243123,Vistara,Mumbai,Morning,two_or_more,Night,Chennai,Business,9.5,24,75317
286423,Air_India,Hyderabad,Evening,one,Afternoon,Chennai,Business,20.42,25,51595
103894,AirAsia,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,11,5179
210514,Air_India,Delhi,Morning,one,Morning,Mumbai,Business,22.83,36,53164
72526,Indigo,Mumbai,Afternoon,one,Night,Hyderabad,Economy,8.5,17,20853
92354,AirAsia,Bangalore,Early_Morning,one,Morning,Delhi,Economy,5.5,42,2723
290452,Air_India,Chennai,Morning,one,Night,Mumbai,Business,11.67,4,49553
117712,Air_India,Bangalore,Early_Morning,one,Night,Chennai,Economy,17.42,27,6444
86307,Air_India,Bangalore,Late_Night,one,Morning,Delhi,Economy,6.58,13,10744
134132,Vistara,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.83,41,6067
234725,Vistara,Mumbai,Evening,one,Evening,Kolkata,Business,22.33,9,74365
268520,Air_India,Kolkata,Morning,one,Late_Night,Bangalore,Business,13.75,21,60978
282692,Air_India,Hyderabad,Morning,one,Late_Night,Bangalore,Business,12.83,44,56590
8995,AirAsia,Delhi,Early_Morning,one,Late_Night,Mumbai,Economy,16.58,45,2409
129626,SpiceJet,Kolkata,Night,one,Morning,Mumbai,Economy,11.67,16,5339
67762,Air_India,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,22.5,36,4556
19805,Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,7.33,48,4496
253047,Vistara,Bangalore,Evening,one,Morning,Kolkata,Business,15.75,5,87159
101935,Air_India,Bangalore,Evening,one,Evening,Mumbai,Economy,21.58,45,4276
204573,Indigo,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.0,25,2862
213406,Vistara,Delhi,Evening,one,Morning,Bangalore,Business,15.08,19,57017
267713,Vistara,Kolkata,Night,one,Night,Bangalore,Business,24.0,8,68415
250201,Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,19,74956
156229,Indigo,Hyderabad,Morning,one,Evening,Delhi,Economy,5.25,32,4506
207938,Air_India,Delhi,Night,one,Morning,Mumbai,Business,11.33,13,53164
166755,Air_India,Hyderabad,Evening,two_or_more,Morning,Bangalore,Economy,16.67,14,14008
155470,GO_FIRST,Hyderabad,Afternoon,two_or_more,Late_Night,Delhi,Economy,8.83,26,6132
255419,Vistara,Bangalore,Early_Morning,one,Night,Kolkata,Business,14.75,41,60508
169490,Vistara,Hyderabad,Morning,one,Night,Bangalore,Economy,14.33,39,5441
263272,Air_India,Kolkata,Evening,one,Evening,Delhi,Business,23.5,37,43910
119767,Vistara,Kolkata,Evening,one,Night,Delhi,Economy,28.83,1,20808
240473,Air_India,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,8.42,36,29764
205002,Indigo,Chennai,Morning,two_or_more,Night,Hyderabad,Economy,14.17,30,6990
279593,Vistara,Hyderabad,Morning,one,Evening,Mumbai,Business,7.33,38,58315
243485,Vistara,Mumbai,Evening,one,Night,Chennai,Business,25.75,29,64173
66347,GO_FIRST,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,15.5,28,5817
188158,Air_India,Chennai,Morning,one,Night,Mumbai,Economy,8.75,7,13443
199804,Indigo,Chennai,Night,one,Early_Morning,Kolkata,Economy,8.92,22,3890
293936,Vistara,Chennai,Night,one,Evening,Bangalore,Business,21.25,12,44144
187595,Air_India,Chennai,Morning,one,Night,Mumbai,Economy,15.42,2,16068
117651,Air_India,Bangalore,Afternoon,one,Early_Morning,Chennai,Economy,16.75,27,3184
32180,AirAsia,Delhi,Early_Morning,two_or_more,Afternoon,Hyderabad,Economy,9.83,28,2050
281669,Vistara,Hyderabad,Evening,one,Night,Bangalore,Business,5.67,26,63277
